,course,Link,Introduction,Address,Contact,Duration,Fee,uni_name,Fac_link
247,Bachelor of Science (Industrial Biology) with Honours,https://science.utm.my/undergraduate/b-sc-industrial-biology/,"Most of our graduates move directly into full-time employment, including Malaysian biological and non-biological based industries, government or private sectors and any other public services. These include hospitals, universities or research institutes such as IMR, MARDI, FRIM, SIRIM and MPOB. Graduates from this programme are employed as Microbiologist, Biotechnology Engineer, Research Officer, Clinical Coordinator, Project Manager, Environmental Officer, Product Specialist Postdoctoral position etc. Some of the graduates pursue their study locally or abroad in more advanced field of biotechnology such as cancer and stem cell research, proteomics and metabolic engineering. A number of them became an academia in universities or private learning institutes.","UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11960,Universiti Teknologi Malaysia (UTM),
248,Bachelor of Science (Industrial Chemistry) with Honours,https://science.utm.my/undergraduate/b-sc-in-industrial-chemistry/,"Graduates of the program can work as<br/>

chemists or scientists in government research institutions such as MARDI, Malaysia Palm Oil Board (MPOB), RRI, PRSS, AMREC, SIRIM, Jabatan Kimia Malaysia and Malaysian Nuclear Agency (Nuclear Malaysia).<br/>
chemists or process engineers in private sectors such as in petrochemicals, rubber, palm oil, pharmaceuticals, textiles and dyes, cosmeceuticals, electronics, water treatment and food processing companies.<br/>
academics or researchers in higher learning institutions, following pursuance of their degree qualifications to Masters or PhD levels.<br/>
quality control or quality assurance and marketing officers in agencies or industries in which sound knowledge of chemistry skills are required.","UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11960,Universiti Teknologi Malaysia (UTM),
249,Bachelor of Science (Industrial Mathematics) with Honours,https://science.utm.my/undergraduate/b-sc-in-industrial-mathematics/,"Graduates of this programme can work as<br/>

Quality assurance manager, production control engineer and planning officer in industries such as manufacturing, telecommunications and oil & gas.<br/>
Statisticians, operations research analysts, sales and marketing executives in service industries.<br/>
Financial executives in financial institutions.<br/>
Administrative officers in public and private sectors.<br/>
Academicians and researchers in academic and research institutions.","UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11960,Universiti Teknologi Malaysia (UTM),
250,Bachelor of Science (Industrial Physics) with Honours,https://science.utm.my/undergraduate/b-sc-in-industrial-physics/,"This program prepares graduates to pursue careers in various industries such as industrial supervisor, human resource manager, instrumentation services manager, quality control and production engineer and Occupational Health Officers. In public sectors, the graduate may pursue carrier as Science Officer, Research Scientist, Meteorologist and etc.","UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11960,Universiti Teknologi Malaysia (UTM),
251,Bachelor of Accounting with Honours,https://business.utm.my/our-programmes/bachelorjb/bachelor-of-accounting/,"To produce competent and versatile accounting graduates who are able to be leaders in organizations.<br/>
To produce accounting graduates who are ethical, outstanding, and have high confidence to uphold the accounting profession.<br/>
To provide a platform for graduates to develop career and education in the accounting profession.<br/>
To produce accounting graduates with effective interpersonal skills.","UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11080,Universiti Teknologi Malaysia (UTM),
252,Bachelor of Management (Marketing) with Honours,https://business.utm.my/our-programmes/bachelorjb/bachelor-of-management-marketing/,"Demonstrate competency in solving business problems related to marketing.<br/>
Practice professional ethics, good leadership qualities and possess effective interpersonal skills.<br/>
Embark to lifelong learning programs, engage in entrepreneurial activities and adapt to global environment and societal needs.","UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11080,Universiti Teknologi Malaysia (UTM),
253,Bachelor of Management (Technology) with Honours,https://business.utm.my/our-programmes/bachelorjb/bachelor-of-management-technology/,"Competent in solving organizational problems related to management of technology.<br/>
Practice professional ethics, good leadership qualities and possess effective interpersonal skills.<br/>
Embark on lifelong learning programs, engage in entrepreneurial activities and adapt to the global environment and societal needs.<br/>
Attain a total of not less than 131 credit hours with minimum CGPA of 2.0.<br/>
Pass industrial training (equivalent to 12 credit hours).<br/>
Complete and pass the undergraduate research project (6 credit hours).","UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11080,Universiti Teknologi Malaysia (UTM),
254,Bachelor of  Education (Islamic Studies) with Honours,NA,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11960,Universiti Teknologi Malaysia (UTM),
255,Bachelor of Science with Education (Mathematics) with Honours,NA,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11960,Universiti Teknologi Malaysia (UTM),
256,Bachelor of Science with Education (Physics) with Honours,NA,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11960,Universiti Teknologi Malaysia (UTM),
257,Bachelor of Science with Education (Chemistry) with Honours,NA,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,11960,Universiti Teknologi Malaysia (UTM),
258,Bachelor Of Science with Honours (Industrial Design),http://razak.utm.my/bachelor-of-science-industrial-design/,"Industrial design is the integration of aesthetics, technology, ergonomic and marketing – know- how into new products, in which needs of people are transformed into potentially commercially products.

The Industrial Design programme curriculum at Razak Faculty of Technology and Informatics as a whole can be regarded as one big creative-course, directed towards new products as commercially and business-oppournities. Through a series of design-projects, which is the core of the curriculum, the students get to go through a creative problem-solving design attitude. This inculcates the attitude that evokes interest in applicable know-how and skills. The curriculum is balanced in such away, that knowledge and skills learned through courses can almost immediately be applied in the product design project.

The industrial design is a four-year programme. There is a internship in the third year with company locally and planning abroad. The education model we apply at Industrial Design Razak Faculty of Technology and Informatics is unique in Malaysia. Students will work in a simulated professional design environment, where they work in groups and individuals. The students are also given related individual assignments. About 80% of the student’s time is spent on the core courses, about 20% on university compulsory courses in which students acquire basic knowledge and skills. The programme course consists of basic training and subsequently specialisation in different areas.

Students are thoroughly introduced to the design profession in the first year, so they will find out quite quickly whether they are suited to it or not. All students develop a digital portfolio detailing their experience during the course of their studies showing what they have created or learnt. Students are graded on their portfolios and formal examinations. Successful completion of the programme in Industrial Design results in Bachelor of Science with Honours Industrial Design.","Jalan Sultan Yahya Petra, Kampung Datuk Keramat, 54100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Phone : +6 03-2615 4100<br/>Email : corporate.kl@utm.my<br/>https://kl.utm.my/,4,9510,Universiti Teknologi Malaysia (UTM),
